,name,logP,new_mod,new_EBV,new_M_B,new_M0_B,new_M_V,new_M0_V,new_M_I,new_M0_I,new_M_J,new_M0_J,new_M_H,new_M0_H,new_M_K,new_M0_K
52,YSct,1.014575,11.040000000000001,0.7508588805382953,0.1799849187783118,0.22578679096016796,-1.3881641841386942,-1.3308111333833015,-3.1869398239563256,-3.1520691690970466,-4.456207941768499,-4.44773358925094,-5.140409717329104,-5.140398066186167,-5.3466395379125045,-5.3474975992699045
53,TWNor,1.032868,11.629,1.1975764234467166,1.8293089794699087,2.072786790960168,-0.05906184773289408,0.14918886661669953,-2.421685603421599,-2.295069169097046,-4.161270059538005,-4.10873358925094,-4.958722194439654,-4.9313980661861665,-5.254596359880215,-5.237497599269904
54,ZLac,1.036854,11.309,0.3854548657969681,-1.8603941736467113,-1.723213209039833,-2.944919216524207,-2.817811133383301,-4.1913508836467175,-4.114069169097046,-4.977576411225067,-4.948733589250939,-5.4910353781908805,-5.478398066186166,-5.62194038676638,-5.614497599269904
55,XXCen,1.039548,10.939,0.2560456045069927,-2.0727234663504377,-2.0642132090398326,-3.071697302557587,-3.0428111333833017,-4.173631959955013,-4.156069169097047,-4.933895612346816,-4.933733589250941,-5.400257211762923,-5.405398066186167,-5.5262519790043525,-5.530497599269904
56,TYSct,1.043507,11.658999999999999,0.9673187163940395,0.8381888153219008,0.9197867909601677,-0.8484894539527474,-0.7638111333833006,-2.8385535880032706,-2.787069169097047,-4.306186920554201,-4.289733589250939,-5.0223555911654465,-5.017398066186166,-5.230891245020375,-5.228497599269903
57,V340Nor,1.052579,10.954,0.2741802097758277,-1.2256601216244603,-1.3562132090398336,-2.4285420775759237,-2.5058111333833013,-3.6920895831661618,-3.7390691690970472,-4.63689828665217,-4.667733589250941,-5.194043116041242,-5.218398066186167,-5.349619507231536,-5.366497599269905
58,AAGem,1.053181,11.895999999999999,0.2723821224420719,-0.9320587746891391,-1.015213209039833,-2.0487242554878926,-2.0898111333833014,-3.2430883473366383,-3.2680691690970467,-4.127463482602463,-4.147733589250939,-4.6745920902433085,-4.692398066186167,-4.775925186403058,-4.7884975992699035
59,RXAur,1.065337,10.544,0.2608183291014133,-1.9037686959268099,-1.8412132090398325,-2.8679532029975654,-2.7978111333833016,-3.9497155474225196,-3.907069169097047,-4.722942335275289,-4.710733589250941,-5.187724529742559,-5.185398066186167,-5.274161431156711,-5.273497599269905
60,UUMus,1.065819,11.620000000000001,0.3989017488467019,-0.6624277698950503,-0.6122132090398337,-1.809532648774847,-1.7488111333833014,-3.1239878504551073,-3.087069169097047,-4.087191533442256,-4.077733589250942,-4.628019409428249,-4.627398066186168,-4.7900403852042075,-4.790497599269905
61,RYCas,1.084181,11.782,0.5804338993050124,-0.3020465581292998,-0.3892132090398337,-1.7106614947551912,-1.7548111333833023,-3.3052261888111554,-3.3320691690970468,-4.571569156468517,-4.592733589250941,-5.2090377305506905,-5.227398066186168,-5.394560717875868,-5.407497599269905
62,UNor,1.101875,10.668,0.856622896202805,0.17459563929707114,0.244786790960167,-1.4197819547350596,-1.3438111333833007,-3.3152594284789156,-3.2690691690970457,-4.736644330782637,-4.7227335892509394,-5.430779533807045,-5.427398066186166,-5.676855052613472,-5.675497599269904
63,ZSct,1.110645,12.059000000000001,0.5160336643627075,-1.2336936440179254,-1.0602132090398337,-2.5446287358915454,-2.389811133383301,-4.051198271422061,-3.957069169097048,-5.026667590880333,-4.989733589250942,-5.595050801196371,-5.577398066186168,-5.745237819571095,-5.734497599269905
64,BNPup,1.135867,12.36,0.40576198001180186,-1.2476798660239359,-1.2192132090398313,-2.44493119543812,-2.400811133383301,-3.787894166826377,-3.7610691690970466,-4.7243439090679304,-4.719733589250939,-5.278014546374299,-5.280398066186167,-5.435064812257135,-5.4374975992699035
65,TTAql,1.138459,9.760000000000002,0.45926151135606613,-1.4266577330009234,-1.2522132090398335,-2.7003646816800946,-2.544811133383302,-4.129645726461498,-4.0350691690970475,-5.010882487050588,-4.973733589250941,-5.570184007384098,-5.552398066186168,-5.718325397119932,-5.707497599269905
66,LSPup,1.150646,13.075999999999999,0.4456348710253076,-1.321754229769383,-1.3192132090398316,-2.5751406334117424,-2.5508111333833,-3.96986150511434,-3.9550691690970465,-4.966565064956229,-4.96773358925094,-5.548432454647525,-5.554398066186167,-5.716709735375997,-5.721497599269904
67,TXCyg,1.167607,10.476,1.1246185782697784,0.9097704097670849,0.958786790960166,-0.9696180078113846,-0.909811133383301,-3.237431748749323,-3.201069169097048,-5.008924458280926,-4.999733589250941,-5.835853859413862,-5.835398066186168,-6.101931542929556,-6.102497599269905
